UIK,voters,voted mobile,voted stationary,Turnout,Video
624,1595,3,398,0.25141065830721,1
625,1519,19,362,0.250822909809085,1
626,1562,18,287,0.195262483994878,1
627,1595,23,413,0.273354231974922,1
628,1585,21,414,0.274447949526814,1
629,1565,23,298,0.205111821086262,1
630,1604,15,324,0.211346633416459,1
631,1554,19,298,0.203989703989704,1
634,1547,25,400,0.274725274725275,1
637,1548,9,363,0.24031007751938,1
638,1847,10,321,0.179209528965891,0
643,1573,6,316,0.204704386522568,1
645,1550,10,379,0.250967741935484,1
646,1368,14,288,0.220760233918129,1
647,1552,5,288,0.188788659793814,1
648,1859,3,304,0.165142549757934,1
652,1555,8,377,0.247588424437299,1
653,1556,10,336,0.222365038560411,1
655,1538,10,302,0.202860858257477,1
656,1561,10,416,0.27290198590647,1
658,1565,16,358,0.238977635782748,1
3748,1721,4,341,0.200464846019756,1
3749,1542,2,326,0.212710765239948,1
3750,1231,22,242,0.214459788789602,0
3751,1670,18,376,0.235928143712575,1
3752,1534,14,293,0.20013037809648,1
3753,1530,11,333,0.22483660130719,1
3754,1589,2,352,0.222781623662681,1
3755,1476,24,273,0.201219512195122,1
3756,1509,20,280,0.198807157057654,1
3757,1528,8,311,0.208769633507853,1
3758,1527,3,262,0.173542894564506,1
3759,1562,18,400,0.267605633802817,1
3760,1439,5,352,0.248088950660181,1
3761,244,40,174,0.877049180327869,0
660,731,25,267,0.399452804377565,0
661,772,22,209,0.299222797927461,0
662,818,30,240,0.330073349633252,0
663,1163,76,294,0.318142734307825,1
664,1003,26,257,0.282153539381854,0
665,710,22,238,0.366197183098592,0
666,1028,93,307,0.389105058365759,1
667,731,26,262,0.393980848153215,0
668,1078,26,406,0.400742115027829,1
669,837,15,326,0.407407407407407,0
670,1165,18,463,0.412875536480687,1
671,1028,70,323,0.382295719844358,0
672,966,34,320,0.366459627329193,0
673,954,31,328,0.376310272536688,0
674,1119,34,403,0.390527256478999,0
675,1018,56,359,0.407662082514735,1
676,1043,43,323,0.350910834132311,0
677,1018,34,375,0.401768172888016,0
678,1284,38,427,0.36214953271028,0
679,763,159,399,0.73132372214941,0
680,1121,209,389,0.533452274754683,1
681,796,73,281,0.444723618090452,0
682,1121,166,572,0.658340767172168,0
683,1241,103,417,0.419016921837228,1
684,601,98,193,0.484193011647255,0
685,745,67,263,0.442953020134228,0
686,1237,133,395,0.426839126919968,1
687,502,136,100,0.470119521912351,0
688,665,56,268,0.487218045112782,0
689,916,66,328,0.430131004366812,0
690,1249,134,406,0.432345876701361,1
691,501,43,354,0.792415169660679,0
692,892,108,225,0.373318385650224,0
4250,420,13,9,0.0523809523809524,0
706,1487,27,461,0.32817753866846,1
707,1430,15,505,0.363636363636364,1
708,1105,4,367,0.335746606334842,0
3765,945,1,264,0.28042328042328,0
693,2019,131,380,0.253095591877167,1
694,1499,4,238,0.161440960640427,1
695,908,103,165,0.295154185022026,0
696,982,28,217,0.24949083503055,0
697,1394,3,299,0.216642754662841,0
698,1828,37,465,0.274617067833698,1
699,1074,4,338,0.318435754189944,0
700,345,23,163,0.539130434782609,0
701,341,4,190,0.56891495601173,0
702,1671,11,505,0.308797127468582,1
703,2317,8,688,0.300388433318947,0
704,212,0,95,0.44811320754717,0
705,1213,1,191,0.158285243198681,0
3766,855,12,252,0.308771929824561,0
3767,944,21,211,0.245762711864407,0
3768,843,7,246,0.30011862396204,0
3769,896,1,229,0.256696428571429,0
3770,305,0,131,0.429508196721311,0
3771,380,2,124,0.331578947368421,0
709,2565,85,1194,0.498635477582846,1
710,2546,73,1378,0.569913589945012,1
711,2270,92,1002,0.481938325991189,1
712,2165,41,1035,0.496997690531178,1
713,2630,43,1155,0.455513307984791,1
714,2395,59,1145,0.502713987473904,1
715,2455,54,1193,0.507942973523422,1
716,2729,54,769,0.301575668743129,1
717,2417,142,1036,0.487381050889532,1
718,2487,92,1147,0.498190591073583,1
719,2696,18,924,0.349406528189911,1
720,2415,67,1121,0.491925465838509,1
721,2432,68,991,0.435444078947368,1
722,2768,15,778,0.286488439306358,1
723,2928,85,1591,0.572404371584699,1
724,2747,71,1051,0.408445576993083,1
725,2973,45,1195,0.417087117389842,1
726,2629,71,1347,0.539368581209585,1
727,2328,73,947,0.438144329896907,1
728,2799,103,1032,0.405501964987496,1
729,1682,18,461,0.284780023781213,1
730,1499,4,529,0.355570380253502,1
731,1929,48,633,0.35303265940902,0
732,1953,15,603,0.316436251920123,1
733,1978,15,604,0.312942366026289,1
734,2376,11,727,0.310606060606061,1
735,2051,15,604,0.301803998049732,1
736,2713,9,644,0.240692959823074,1
737,2381,2,684,0.288114237715246,1
738,1831,27,526,0.30202075368651,1
739,1368,2,383,0.281432748538012,1
740,2564,76,657,0.28588143525741,1
741,1765,41,457,0.282152974504249,1
742,777,20,217,0.305019305019305,0
743,1306,23,323,0.264931087289433,1
744,958,14,287,0.31419624217119,0
745,2796,13,562,0.205650929899857,1
746,2120,13,547,0.264150943396226,1
747,1251,27,314,0.272581934452438,1
748,2789,30,598,0.225170311939763,1
749,1256,18,309,0.260350318471338,1
750,1607,11,375,0.24019912881145,1
751,2171,14,396,0.18885306310456,0
752,2669,28,582,0.228550018733608,0
753,2226,21,401,0.189577717879605,1
754,1967,19,305,0.164717844433147,1
755,2045,22,502,0.256234718826406,1
756,1777,55,472,0.296567248171075,1
757,550,38,157,0.354545454545455,0
758,579,17,197,0.369602763385147,0
759,583,24,150,0.298456260720412,0
760,1229,35,382,0.339300244100895,1
761,1406,82,474,0.395448079658606,1
762,2040,54,485,0.26421568627451,0
763,1453,7,356,0.249827942188575,0
764,2065,14,435,0.217433414043584,0
765,2210,36,471,0.229411764705882,0
766,2231,45,912,0.428955625280143,0
767,1780,89,526,0.345505617977528,1
768,1128,39,253,0.25886524822695,0
769,2484,100,797,0.361111111111111,1
770,1153,34,203,0.205550737207285,0
771,508,33,130,0.320866141732283,0
772,1494,21,492,0.343373493975904,0
773,498,24,159,0.367469879518072,0
774,853,30,288,0.372801875732708,0
775,1773,51,595,0.364354201917654,1
776,2159,51,801,0.394627142195461,1
777,1340,45,335,0.283582089552239,1
778,308,20,128,0.480519480519481,0
779,305,18,112,0.426229508196721,0
780,2132,91,461,0.25891181988743,1
781,830,66,283,0.420481927710843,0
782,2682,55,708,0.284489187173751,0
783,2756,30,227,0.0932510885341074,1
784,2554,44,599,0.251761942051684,1
785,2548,50,498,0.215070643642072,0
786,1269,8,332,0.267927501970055,0
787,1839,63,515,0.314301250679717,0
788,393,15,117,0.33587786259542,0
3580,905,59,206,0.292817679558011,0
4246,135,0,135,1,0
4247,152,0,137,0.901315789473684,0
789,1999,49,532,0.290645322661331,1
790,1360,47,403,0.330882352941176,1
791,1820,24,667,0.37967032967033,0
792,816,40,383,0.518382352941177,0
793,2454,122,689,0.330480847595762,0
794,968,95,307,0.415289256198347,0
795,1825,18,618,0.348493150684932,1
796,1169,21,396,0.356715141146279,0
797,1405,20,461,0.342348754448399,1
798,1504,22,438,0.305851063829787,1
799,469,1,265,0.567164179104478,0
800,1407,21,784,0.572139303482587,0
801,587,68,159,0.386712095400341,0
802,1365,85,427,0.375091575091575,1
803,1002,8,307,0.31437125748503,0
804,1106,18,334,0.318264014466546,0
805,2106,55,678,0.348053181386515,1
806,1275,23,399,0.330980392156863,1
807,2125,27,729,0.355764705882353,1
808,1675,107,550,0.392238805970149,1
809,1501,61,531,0.394403730846103,1
810,2268,227,639,0.381834215167549,1
811,2170,60,563,0.287096774193548,1
812,642,44,189,0.362928348909657,0
813,1459,109,968,0.738176833447567,0
814,564,64,400,0.822695035460993,0
815,889,82,365,0.50281214848144,0
816,1164,37,725,0.654639175257732,0
817,1128,63,841,0.801418439716312,0
818,1853,251,606,0.462493254182407,1
819,799,26,406,0.540675844806007,0
820,1124,60,498,0.49644128113879,0
821,434,18,290,0.709677419354839,0
822,1036,86,510,0.575289575289575,0
823,460,61,240,0.654347826086957,0
824,493,50,158,0.421906693711968,0
825,836,68,351,0.501196172248804,0
826,881,114,448,0.637911464245176,0
827,369,62,190,0.682926829268293,0
828,1173,65,849,0.77919863597613,0
829,783,56,613,0.854406130268199,0
830,293,63,161,0.764505119453925,0
831,179,17,102,0.664804469273743,0
832,585,0,331,0.565811965811966,0
2957,178,0,178,1,0
3762,1063,7,307,0.295390404515522,0
3763,1012,28,301,0.325098814229249,0
3764,827,212,394,0.732769044740024,0
853,1382,96,367,0.335021707670043,1
854,1375,52,440,0.357818181818182,1
855,1479,67,372,0.296822177146721,1
856,1305,37,323,0.275862068965517,0
857,889,56,274,0.371203599550056,0
858,1775,57,514,0.32169014084507,1
859,1341,160,398,0.416107382550336,1
860,1057,29,338,0.34720908230842,1
861,1402,20,378,0.283880171184023,0
862,1654,20,465,0.29322853688029,1
863,1079,11,463,0.439295644114921,1
864,680,18,179,0.289705882352941,0
865,1381,28,558,0.4243301955105,1
866,1191,23,336,0.301427371956339,0
867,728,30,247,0.380494505494505,0
868,1123,42,379,0.374888691006233,0
869,1353,93,442,0.395417590539542,0
870,759,30,250,0.368906455862978,0
871,954,88,285,0.390985324947589,0
872,1118,28,470,0.445438282647585,0
873,999,19,298,0.317317317317317,0
874,1346,42,393,0.323179791976226,1
875,1180,66,495,0.475423728813559,0
876,1373,75,411,0.353969410050983,1
877,195,22,90,0.574358974358974,0
878,969,9,295,0.313725490196078,0
879,1254,53,394,0.356459330143541,0
880,1161,34,382,0.358311800172265,0
881,1163,25,334,0.308684436801376,0
882,1012,7,317,0.320158102766798,1
883,1079,23,342,0.338276181649676,1
884,1168,12,401,0.353595890410959,1
885,1225,13,377,0.318367346938775,0
886,1213,31,461,0.40560593569662,0
887,944,13,374,0.409957627118644,0
888,1060,15,356,0.35,0
889,1241,12,371,0.308622078968574,0
890,1089,20,402,0.387511478420569,1
891,1451,57,464,0.359062715368711,1
892,1371,32,455,0.355215171407732,1
893,1337,40,451,0.367240089753179,1
894,1440,62,460,0.3625,1
895,1117,30,313,0.307072515666965,0
896,1180,41,364,0.343220338983051,0
897,1445,22,823,0.58477508650519,0
898,1471,28,521,0.373215499660095,1
899,1431,5,490,0.345911949685535,1
900,1723,18,522,0.313406848520023,0
901,1489,171,560,0.490933512424446,1
902,269,28,135,0.605947955390335,0
903,336,13,144,0.467261904761905,0
904,450,40,96,0.302222222222222,0
905,509,40,135,0.343811394891945,0
906,319,40,128,0.526645768025078,0
907,464,50,154,0.439655172413793,0
908,576,50,169,0.380208333333333,0
909,644,46,157,0.315217391304348,0
910,1596,36,619,0.410401002506266,1
911,984,107,376,0.490853658536585,1
912,300,67,111,0.593333333333333,0
913,529,64,137,0.379962192816635,0
914,240,5,127,0.55,0
915,1440,70,489,0.388194444444444,1
916,1092,64,388,0.413919413919414,0
917,1911,75,569,0.336996336996337,0
918,1711,92,417,0.297486849795441,1
919,1727,92,520,0.354371742906775,1
920,1619,85,443,0.326127239036442,1
921,1539,25,440,0.302144249512671,1
922,1140,46,290,0.294736842105263,1
923,635,27,197,0.352755905511811,0
924,461,37,148,0.401301518438178,0
925,1116,78,344,0.378136200716846,0
926,1422,11,356,0.258087201125176,1
927,795,57,235,0.367295597484277,0
928,910,86,263,0.383516483516484,0
929,437,35,143,0.407322654462243,0
930,473,76,91,0.353065539112051,0
931,1452,46,356,0.276859504132231,1
932,1603,25,430,0.283842794759825,1
933,1166,20,401,0.36106346483705,0
934,1183,21,367,0.327979712595097,0
935,519,72,127,0.383429672447013,0
936,1018,50,331,0.37426326129666,0
3653,1171,15,310,0.277540563620837,0
3654,885,61,299,0.406779661016949,0
3655,977,79,290,0.377686796315251,1
3656,1314,47,445,0.374429223744292,1
3657,1720,167,564,0.425,0
3658,1149,16,373,0.338555265448216,0
3659,1154,20,304,0.280762564991335,0
3660,1532,21,457,0.31201044386423,1
4214,234,101,133,1,0
4215,148,119,5,0.837837837837838,0
937,1357,91,715,0.593957258658806,1
938,1465,50,919,0.661433447098976,1
939,1122,46,832,0.7825311942959,0
940,1317,37,895,0.707668944570995,0
941,1019,169,428,0.585868498527969,0
942,1443,74,445,0.35966735966736,1
943,1279,72,428,0.390930414386239,0
944,1197,105,617,0.603174603174603,0
945,1012,60,494,0.547430830039526,0
946,1241,88,664,0.605962933118453,0
947,726,121,461,0.801652892561983,0
948,1501,201,817,0.678214523650899,1
949,1486,1,651,0.438761776581427,0
950,1202,46,675,0.599833610648918,0
951,1356,31,437,0.345132743362832,0
952,1029,115,444,0.543245869776482,0
953,656,44,459,0.766768292682927,0
954,551,20,172,0.348457350272232,0
955,851,64,496,0.658049353701528,0
956,1425,71,477,0.384561403508772,1
957,1183,63,412,0.401521555367709,0
958,519,67,126,0.371868978805395,0
959,429,24,137,0.375291375291375,0
960,914,88,308,0.433260393873085,0
961,954,80,353,0.453878406708595,0
962,343,59,107,0.483965014577259,0
963,1297,73,411,0.373168851195066,0
964,1170,34,772,0.688888888888889,0
965,1194,94,435,0.443048576214405,0
966,684,84,383,0.682748538011696,0
967,1098,53,286,0.308743169398907,0
968,496,58,158,0.435483870967742,0
969,1535,100,862,0.62671009771987,0
970,1525,16,957,0.638032786885246,1
971,1465,30,948,0.667576791808874,1
972,1385,24,812,0.603610108303249,1
973,1437,39,387,0.296450939457203,1
974,1572,20,444,0.295165394402036,1
975,1683,9,507,0.306595365418895,0
976,1306,9,414,0.323889739663093,0
977,1403,10,670,0.484675694939416,1
978,1499,29,365,0.262841894596398,0
979,1357,11,439,0.331613854089904,1
980,1198,19,627,0.539232053422371,0
981,1391,22,432,0.326383896477354,1
982,1571,17,631,0.412476129853596,1
983,1290,14,412,0.330232558139535,1
984,1477,13,433,0.301963439404198,0
985,1396,2,352,0.253581661891117,1
986,1204,23,315,0.280730897009967,0
987,1116,4,359,0.325268817204301,0
988,1305,6,295,0.230651340996169,1
989,995,8,331,0.34070351758794,0
990,1337,8,394,0.300673148840688,1
991,1291,21,322,0.26568551510457,1
992,1087,25,297,0.296228150873965,1
993,1301,12,293,0.234435049961568,0
994,1444,23,454,0.330332409972299,1
995,1425,9,405,0.290526315789474,1
996,1326,6,340,0.260935143288084,0
997,1424,5,433,0.307584269662921,1
998,1288,16,399,0.322204968944099,1
999,1483,5,529,0.360080917060013,1
1000,1312,9,337,0.263719512195122,1
1001,1248,15,275,0.232371794871795,0
1002,1443,7,449,0.316008316008316,1
1003,1452,7,388,0.272038567493113,1
1004,1375,14,465,0.348363636363636,1
1005,1442,13,401,0.287101248266297,1
1006,1419,2,913,0.644820295983087,1
1007,1549,11,459,0.303421562298257,1
1008,1322,5,385,0.29500756429652,1
1009,1388,17,346,0.261527377521614,1
1010,1464,15,331,0.236338797814208,1
1011,1439,16,460,0.330785267546908,1
1012,1397,3,436,0.314244810307802,1
1013,1303,9,442,0.346124328472755,1
1014,1514,15,423,0.289299867899604,1
1015,1707,16,451,0.273579379027534,1
1016,1463,7,939,0.646616541353383,1
1017,738,0,218,0.295392953929539,0
1018,1394,11,380,0.280487804878049,1
1019,1336,50,400,0.336826347305389,1
1020,1477,15,396,0.278266756939743,1
1021,1459,9,471,0.328992460589445,1
1022,1413,0,454,0.321302193913659,1
1023,1479,9,430,0.296822177146721,1
1024,1262,3,367,0.293185419968304,0
1025,1433,4,781,0.547801814375436,1
1026,1375,5,422,0.310545454545455,0
1027,1345,2,617,0.460223048327138,1
1028,1400,8,399,0.290714285714286,1
1029,1432,11,411,0.294692737430168,1
1030,1318,8,434,0.33535660091047,1
1031,1347,17,385,0.298440979955457,1
1032,1413,10,376,0.273177636234961,1
1033,1208,57,441,0.412251655629139,0
1034,1466,9,333,0.233287858117326,0
1035,1493,15,289,0.203616878767582,1
1036,1350,34,863,0.664444444444444,1
1037,1482,15,404,0.282726045883941,0
1038,1531,39,336,0.244937949052907,1
1039,2041,21,1240,0.617834394904459,0
1040,962,6,436,0.459459459459459,0
1041,268,0,164,0.611940298507463,0
1042,102,0,102,1,0
1043,36,0,36,1,0
1044,40,0,39,0.975,0
1045,50,0,50,1,0
1046,99,0,98,0.98989898989899,0
3581,898,3,396,0.444320712694877,0
3609,1443,12,848,0.595980595980596,0
3610,1232,4,389,0.318993506493506,0
3611,1364,4,376,0.278592375366569,1
3612,1221,24,338,0.296478296478296,0
3613,1522,68,378,0.293035479632063,1
3614,1256,2,473,0.378184713375796,0
3615,1480,4,474,0.322972972972973,1
3616,1266,8,386,0.311216429699842,0
3617,1436,17,418,0.302924791086351,1
3618,1239,90,857,0.764326069410815,1
3619,1320,3,814,0.618939393939394,1
3620,1201,2,414,0.346378018318068,0
3621,1434,12,409,0.293584379358438,1
3772,321,42,206,0.772585669781931,0
3773,361,14,151,0.457063711911357,0
3774,440,28,127,0.352272727272727,0
3775,894,35,201,0.263982102908277,0
4219,141,0,140,0.99290780141844,0
4220,210,0,210,1,0
1047,713,24,248,0.38148667601683,0
1048,1265,96,492,0.464822134387352,1
1049,1019,73,288,0.354268891069676,1
1050,1052,32,274,0.290874524714829,1
1051,1105,102,361,0.419004524886878,1
1052,1116,15,386,0.359318996415771,1
1053,1115,71,482,0.495964125560538,1
1054,1022,69,481,0.538160469667319,1
1055,1103,63,393,0.413417951042611,1
1056,1005,84,432,0.513432835820895,1
1057,1320,62,404,0.353030303030303,1
1058,1054,94,393,0.462049335863378,1
1059,1028,76,358,0.422178988326848,1
1060,1173,60,396,0.388746803069054,1
1061,1120,82,360,0.394642857142857,1
1062,1371,21,548,0.415025528811087,1
1063,1003,20,409,0.427716849451645,1
1064,1104,10,382,0.355072463768116,1
1065,984,39,295,0.339430894308943,0
1066,1001,140,520,0.659340659340659,1
1067,1154,94,333,0.37001733102253,1
1068,1166,102,526,0.538593481989708,1
1069,1216,140,548,0.565789473684211,1
1070,1080,45,302,0.321296296296296,1
1071,1103,20,287,0.278331822302811,1
1072,1459,39,350,0.266620973269363,1
1073,1422,25,327,0.247538677918425,1
1074,1046,58,302,0.344168260038241,0
1075,1090,80,324,0.370642201834862,1
1076,1186,112,525,0.537099494097808,1
1077,1021,59,352,0.40254652301665,1
1078,1099,76,648,0.658780709736124,0
1079,1154,75,308,0.331889081455806,1
1080,1205,104,637,0.6149377593361,0
1081,1116,89,364,0.405913978494624,1
1082,1048,9,626,0.605916030534351,0
1083,1138,50,326,0.330404217926186,1
1084,1110,69,346,0.373873873873874,1
1085,1147,123,464,0.51176983435048,1
1086,1103,90,487,0.523118766999093,1
1087,1296,13,304,0.244598765432099,1
1088,1092,47,398,0.407509157509158,1
1089,905,79,542,0.686187845303867,0
1090,1311,81,543,0.475972540045767,1
1091,1007,11,338,0.346573982125124,1
1092,1002,6,293,0.298403193612774,1
1093,1208,18,352,0.306291390728477,1
1094,1475,21,376,0.269152542372881,1
1095,1270,62,317,0.298425196850394,1
1096,1100,66,380,0.405454545454545,1
1097,1104,154,284,0.396739130434783,1
1098,1161,61,309,0.318690783807063,1
1099,1291,37,420,0.353989155693261,1
1100,1447,65,332,0.274360746371804,1
1101,1230,71,476,0.444715447154472,1
1102,1218,61,359,0.344827586206897,1
1103,1122,60,406,0.415329768270945,1
1104,1142,45,432,0.41768826619965,1
1105,1076,36,366,0.37360594795539,1
1106,1498,21,796,0.545393858477971,0
1107,1345,61,815,0.651301115241636,0
1108,1182,15,310,0.274957698815567,1
1109,1170,4,314,0.271794871794872,1
1110,1060,7,249,0.241509433962264,1
1111,1263,3,377,0.300870942201108,1
1112,355,27,324,0.988732394366197,0
1113,1072,81,305,0.360074626865672,1
3776,708,2,185,0.264124293785311,0
3777,1112,57,391,0.402877697841727,0
3778,1159,70,405,0.409836065573771,1
3779,1205,32,378,0.340248962655602,1
3780,1309,82,364,0.340718105423988,1
3781,1311,36,377,0.315026697177727,1
3782,1139,163,480,0.564530289727831,1
3783,1026,50,354,0.393762183235867,1
3784,952,61,434,0.519957983193277,0
3785,1027,75,390,0.452775073028238,1
3786,1115,98,420,0.46457399103139,1
3787,1039,33,332,0.351299326275265,1
3788,1291,95,429,0.405886909372579,1
3789,1107,99,425,0.473351400180668,0
3790,1084,89,681,0.710332103321033,0
3791,1178,44,409,0.384550084889643,1
3792,1097,66,346,0.375569735642662,0
3793,1267,90,278,0.290449881610103,1
4223,110,49,56,0.954545454545455,0
4224,146,72,72,0.986301369863014,0
4240,320,53,236,0.903125,0
4241,85,69,16,1,0
4242,592,0,231,0.390202702702703,0
1114,1231,7,374,0.309504467912266,1
1115,1019,39,312,0.344455348380765,1
1116,1063,49,270,0.300094073377234,1
1117,1285,45,290,0.260700389105058,1
1118,1209,85,393,0.395368072787428,1
1119,1035,68,233,0.290821256038647,1
1120,798,101,327,0.536340852130326,0
1121,1455,82,454,0.368384879725086,0
1122,1202,91,361,0.37603993344426,1
1123,1112,44,350,0.35431654676259,1
1124,1181,9,333,0.289585097375106,0
1125,1371,62,286,0.25382932166302,1
1126,1086,44,420,0.427255985267035,0
1127,285,27,227,0.891228070175439,0
3586,1040,34,299,0.320192307692308,1
3587,1031,60,343,0.390882638215325,0
3588,1355,18,375,0.290036900369004,1
3589,1272,119,639,0.595911949685535,1
3590,1458,29,318,0.237997256515775,1
3591,1103,74,304,0.342701722574796,1
3592,1107,78,284,0.327009936766034,1
3593,1292,97,417,0.397832817337461,1
3594,1255,11,418,0.341832669322709,0
3595,1228,31,394,0.346091205211726,1
3596,1325,64,414,0.360754716981132,1
3597,1256,28,407,0.346337579617834,1
3598,1116,43,372,0.371863799283154,1
3599,1136,24,349,0.328345070422535,1
3600,1107,72,446,0.467931345980126,1
3601,1110,39,301,0.306306306306306,1
3602,1117,68,478,0.488809310653536,1
3603,1108,77,496,0.517148014440433,1
3604,1018,68,339,0.399803536345776,1
3794,1112,57,325,0.343525179856115,1
3795,1232,92,542,0.51461038961039,1
3796,1037,50,379,0.413693346190935,1
3797,1092,47,436,0.442307692307692,1
1133,3017,115,1856,0.653297978123964,0
1134,1790,61,990,0.587150837988827,1
1135,1766,68,832,0.509626274065685,1
1136,2114,77,1098,0.555818353831599,1
1137,2147,46,1166,0.564508616674429,1
1138,2169,82,1125,0.556477639465191,1
1139,3025,120,2228,0.776198347107438,0
1140,2282,65,1186,0.548203330411919,1
1141,1666,55,827,0.529411764705882,1
1142,2126,102,1131,0.579962370649106,1
3661,1646,59,925,0.597812879708384,1
1143,2605,13,783,0.305566218809981,1
1144,2721,24,788,0.298419698640206,1
1145,1466,11,432,0.302182810368349,1
1146,1313,11,447,0.348819497334349,1
1147,1179,9,399,0.346055979643766,0
1148,1399,15,441,0.325947105075054,1
1149,2516,11,857,0.344992050874404,1
1150,1428,10,315,0.227591036414566,1
1151,1361,11,377,0.285084496693608,1
1152,1423,20,389,0.287420941672523,1
1153,2897,161,873,0.3569209527097,1
632,148,29,117,0.986486486486487,0
633,33,21,12,1,0
657,558,3,79,0.146953405017921,0
1175,1635,11,380,0.23914373088685,1
1176,1200,107,397,0.42,1
1177,1183,33,298,0.279797125950972,1
1178,1292,62,288,0.270897832817337,1
1179,1555,8,609,0.396784565916399,1
1180,1327,62,254,0.238131122833459,1
1183,1353,10,336,0.255728011825573,1
1184,1240,41,275,0.254838709677419,0
1185,1595,34,330,0.228213166144201,1
1186,1198,54,387,0.368113522537563,1
1187,1648,109,583,0.419902912621359,1
1188,1322,78,369,0.338124054462935,1
1189,1342,90,446,0.399403874813711,1
1190,1101,63,312,0.340599455040872,1
1191,1290,112,510,0.482170542635659,1
1192,1008,64,334,0.39484126984127,1
1193,1200,15,274,0.240833333333333,1
1194,1135,7,225,0.204405286343612,1
1195,1429,29,282,0.217634709587124,1
1196,1467,6,383,0.265167007498296,1
1197,1444,17,348,0.252770083102493,1
1198,1436,30,355,0.268105849582173,1
1199,1114,38,283,0.288150807899461,1
1200,1105,12,313,0.294117647058824,0
1201,1583,13,378,0.246999368288061,1
1202,1670,58,593,0.389820359281437,1
1203,1616,23,655,0.419554455445545,1
1204,1398,38,373,0.293991416309013,1
1205,1928,50,425,0.246369294605809,1
1206,1563,45,522,0.362763915547025,1
1207,1463,12,293,0.208475734791524,1
1208,1667,4,551,0.332933413317337,1
1209,1488,0,356,0.239247311827957,1
1210,1925,4,394,0.206753246753247,1
1211,1326,6,283,0.217948717948718,1
1212,1465,2,313,0.215017064846416,1
1213,1451,2,231,0.160578911095796,1
1214,1343,6,262,0.199553239017126,1
1215,1296,91,297,0.299382716049383,1
1216,1543,37,217,0.164614387556708,0
1217,1730,1,290,0.168208092485549,0
1218,1373,93,421,0.374362709395484,1
1219,1342,58,505,0.419523099850969,1
1220,1640,4,686,0.420731707317073,1
1221,1744,11,732,0.426032110091743,1
1222,305,2,67,0.226229508196721,0
1223,1410,20,358,0.268085106382979,1
1224,1221,6,509,0.421785421785422,0
1225,1053,37,377,0.393162393162393,0
1226,1042,83,262,0.331094049904031,0
1237,759,15,320,0.44137022397892,0
1238,1506,68,612,0.451527224435591,0
1239,1233,43,309,0.285482562854826,0
1240,1423,41,298,0.238229093464512,1
1241,1143,26,402,0.374453193350831,1
1242,1217,58,453,0.419884963023829,0
1243,1142,2,509,0.447460595446585,0
3574,1512,35,335,0.244708994708995,0
3575,1212,59,319,0.311881188118812,0
3582,1110,6,369,0.337837837837838,0
3803,1237,72,282,0.286176232821342,1
3804,1134,84,258,0.301587301587302,0
3805,916,42,233,0.300218340611354,0
3806,727,4,215,0.301237964236589,0
3807,1397,7,310,0.226914817465999,1
3808,1671,5,339,0.205864751645721,1
3809,1052,52,261,0.297528517110266,0
3810,1523,0,278,0.182534471437951,0
3811,1081,6,167,0.160037002775208,0
3812,920,11,164,0.190217391304348,0
3813,1749,1,734,0.420240137221269,1
3814,1097,14,691,0.642661804922516,0
3816,1789,3,578,0.324762437115707,0
3817,1404,63,286,0.248575498575499,0
3818,1180,30,369,0.338135593220339,0
3819,1857,2,848,0.457727517501346,0
3820,1606,27,385,0.25653798256538,0
3821,1278,107,575,0.533646322378717,0
4221,465,17,448,1,0
4253,429,0,411,0.958041958041958,0
1154,765,85,207,0.381699346405229,0
1155,1137,40,216,0.225153913808267,0
1156,1387,154,273,0.307858687815429,1
1157,1411,141,343,0.343019135364989,1
1158,1400,140,378,0.37,1
1159,1760,121,409,0.301136363636364,0
1160,1563,145,242,0.247600767754319,0
1161,1495,58,350,0.272909698996656,1
1162,1523,148,381,0.347340774786605,1
1163,1639,61,390,0.275167785234899,1
1164,1589,77,378,0.286343612334802,1
1165,1570,91,286,0.240127388535032,0
1166,1315,129,266,0.300380228136882,0
1167,1623,24,488,0.315465187923598,0
1168,1621,26,355,0.235040098704503,1
1169,1708,27,442,0.274590163934426,1
1170,1766,31,360,0.221404303510759,1
1171,1789,6,433,0.245388485187255,1
1172,1168,127,272,0.341609589041096,0
1173,1155,52,287,0.293506493506493,0
1174,1144,79,292,0.324300699300699,0
1181,1380,65,302,0.265942028985507,1
1182,1205,67,378,0.369294605809129,1
1227,1178,110,299,0.347198641765705,0
1228,1968,195,472,0.338922764227642,0
1229,1188,66,275,0.287037037037037,0
1230,1874,116,433,0.292956243329776,0
1231,1538,19,483,0.326397919375813,0
1232,1340,15,196,0.157462686567164,0
1233,1477,44,385,0.290453622207177,0
1234,1877,85,480,0.301012253596164,0
1235,622,19,140,0.255627009646302,0
1236,1000,3,285,0.288,0
3798,1108,73,266,0.305956678700361,0
3799,1148,77,349,0.371080139372822,0
3800,1996,10,809,0.410320641282565,0
3801,1575,6,398,0.256507936507937,1
3802,1215,123,150,0.224691358024691,0
3815,1181,63,316,0.320914479254869,0
4222,334,36,167,0.607784431137725,0
1244,1967,2,537,0.274021352313167,0
1245,1815,3,435,0.241322314049587,0
1246,1843,158,483,0.347802495930548,0
1247,1901,9,495,0.265123619147817,0
1248,2272,8,606,0.270246478873239,0
1249,1840,4,477,0.261413043478261,0
1250,2254,4,499,0.223158828748891,0
