UIK,voters,voted mobile,voted stationary,Turnout,Video
1251,2875,6,1141,0.39895652173913,0
1252,1773,13,537,0.310208685843204,0
1253,1854,7,483,0.264293419633225,0
1254,2557,3,623,0.244818146265154,0
1255,2525,0,764,0.302574257425743,0
1256,2460,2,702,0.286178861788618,0
1257,2714,1,732,0.270081061164333,0
1258,2307,2,616,0.267880364109233,0
1259,1049,37,247,0.270734032411821,1
1260,1252,7,331,0.269968051118211,1
1261,640,0,174,0.271875,0
1262,1282,4,313,0.247269890795632,1
1263,1303,7,327,0.256331542594014,1
1264,1426,7,381,0.272089761570827,1
1265,1636,39,288,0.199877750611247,0
1266,1088,1,270,0.249080882352941,1
1267,1395,5,328,0.238709677419355,1
1268,1323,0,248,0.18745275888133,1
1269,1118,0,271,0.242397137745975,0
1270,1461,2,213,0.14715947980835,0
1271,1502,1,344,0.229693741677763,0
1272,1395,2,346,0.249462365591398,1
1273,1098,10,241,0.228597449908925,1
1274,1330,4,420,0.318796992481203,1
1275,1384,4,350,0.255780346820809,1
1276,1386,2,346,0.251082251082251,1
1277,1431,7,330,0.23549965059399,1
1278,1362,11,310,0.23568281938326,1
1279,1394,0,384,0.275466284074605,1
1280,1174,2,311,0.266609880749574,0
1281,1135,1,278,0.245814977973568,0
1282,1793,1,402,0.224762967094255,0
1283,1197,5,193,0.165413533834586,0
1284,1164,7,220,0.195017182130584,0
1285,1404,9,272,0.20014245014245,1
1286,1219,12,241,0.207547169811321,0
1287,1388,16,263,0.201008645533141,0
1288,571,7,134,0.246935201401051,0
1289,1389,6,455,0.331893448524118,0
1290,1376,9,316,0.236191860465116,1
1291,2302,18,238,0.11120764552563,1
1292,1612,6,211,0.134615384615385,0
1293,1645,2,192,0.117933130699088,0
1294,2447,6,640,0.263996730690642,1
1295,2319,22,714,0.317378180250108,0
1296,945,1,274,0.291005291005291,0
1297,1341,3,400,0.300521998508576,0
1298,1071,53,234,0.26797385620915,0
1299,504,16,103,0.236111111111111,0
1300,1515,5,203,0.137293729372937,0
1301,1210,12,225,0.195867768595041,0
1302,1859,6,403,0.220010758472297,0
1303,1374,3,311,0.228529839883552,0
1304,1275,7,282,0.226666666666667,0
1305,2019,9,514,0.259039128281327,1
1306,2038,7,631,0.313052011776251,1
1307,293,118,175,1,0
3622,1337,2,353,0.265519820493642,1
3623,1705,0,301,0.176539589442815,0
3624,1400,4,368,0.265714285714286,1
3625,1138,3,252,0.224077328646749,0
3626,1260,5,344,0.276984126984127,0
3627,1214,2,200,0.166392092257002,0
3628,873,0,117,0.134020618556701,0
3629,1164,1,185,0.15979381443299,0
3630,1475,1,250,0.170169491525424,0
3631,1598,0,233,0.145807259073842,1
3632,1430,0,399,0.279020979020979,1
3633,1247,2,337,0.271852445870088,0
3634,1207,5,298,0.251035625517813,0
3635,1248,1,233,0.1875,1
3636,1278,1,370,0.290297339593114,0
3637,603,10,169,0.296849087893864,0
3638,1362,5,205,0.154185022026432,0
3639,1634,0,288,0.17625458996328,0
3640,1132,0,225,0.198763250883392,0
3641,2478,0,334,0.134786117836965,0
3642,2926,2,490,0.168147641831852,0
3643,1773,5,227,0.130851663846588,0
3644,1938,0,301,0.15531475748194,0
3645,1360,5,228,0.171323529411765,0
3646,1365,2,216,0.15970695970696,0
2164,2200,106,522,0.285454545454545,1
2165,2079,57,537,0.285714285714286,1
2166,2251,16,647,0.294535761883607,1
2167,2180,27,658,0.314220183486239,1
2168,1970,50,489,0.273604060913706,1
2169,2215,31,651,0.307900677200903,1
2170,941,29,326,0.377258235919235,0
2171,2078,51,614,0.320019249278152,1
2172,2230,60,771,0.372645739910314,1
2173,1033,59,298,0.345595353339787,1
2174,1155,69,306,0.324675324675325,1
2175,996,64,223,0.288152610441767,1
2176,907,84,320,0.44542447629548,0
2177,2123,68,571,0.30098916627414,1
2178,2092,57,627,0.326959847036329,1
2179,2206,14,638,0.295557570262919,1
2180,2382,51,748,0.335432409739714,1
2181,2358,24,700,0.307039864291773,1
2182,2198,25,655,0.309372156505914,1
2183,2230,13,615,0.281614349775785,1
2184,1239,10,493,0.405972558514931,0
2185,1241,30,377,0.327961321514907,1
2186,2509,12,684,0.277401355121562,1
2187,2524,36,672,0.280507131537242,1
2188,2502,32,684,0.28617106314948,1
2189,1298,49,451,0.385208012326656,1
2190,293,64,65,0.440273037542662,0
2191,192,34,48,0.427083333333333,0
2192,1020,67,334,0.393137254901961,0
2193,763,16,282,0.390563564875491,0
2194,130,2,68,0.538461538461538,0
2201,430,42,106,0.344186046511628,0
2202,441,22,126,0.335600907029478,0
2203,419,39,136,0.417661097852029,0
2204,567,32,226,0.455026455026455,0
2205,1067,26,300,0.305529522024367,1
2206,1081,27,321,0.321924144310823,1
2207,2261,42,677,0.318000884564352,1
2208,2296,38,664,0.305749128919861,1
2209,1892,7,560,0.299682875264271,1
2210,1852,13,616,0.33963282937365,1
2211,640,110,299,0.6390625,0
2216,1707,80,962,0.610427650849444,1
2217,1823,155,490,0.353812397147559,1
2218,577,108,192,0.519930675909879,0
2219,334,127,81,0.622754491017964,0
2220,260,30,90,0.461538461538462,0
2221,316,73,155,0.721518987341772,0
2222,202,70,73,0.707920792079208,0
2223,119,32,34,0.554621848739496,0
2224,410,68,209,0.675609756097561,0
2225,267,40,129,0.632958801498127,0
2226,276,46,108,0.557971014492754,0
2227,585,59,129,0.321367521367521,0
2228,190,35,26,0.321052631578947,0
2229,516,62,139,0.38953488372093,0
2230,207,25,89,0.550724637681159,0
2231,1540,92,502,0.385714285714286,1
2233,1766,66,581,0.366364665911665,1
2234,437,46,128,0.398169336384439,0
2235,402,70,103,0.430348258706468,0
2236,537,72,205,0.515828677839851,0
2237,684,91,281,0.543859649122807,0
2238,572,50,181,0.403846153846154,0
2239,415,17,152,0.407228915662651,0
2240,631,44,278,0.510301109350238,0
2241,343,41,91,0.384839650145773,0
4225,45,0,45,1,0
4226,62,0,62,1,0
4227,91,10,80,0.989010989010989,0
1308,2049,16,580,0.290873596876525,1
1309,1193,30,271,0.252305113160101,0
1310,1304,53,381,0.332822085889571,1
1311,1830,15,530,0.297814207650273,1
1312,2149,22,670,0.322010237319684,1
1313,803,4,264,0.333748443337484,0
1314,1366,3,400,0.29502196193265,1
1315,1734,168,840,0.581314878892734,1
1316,1774,5,428,0.244081172491545,1
1317,1558,37,404,0.283055198973042,1
1318,2026,26,533,0.275913129318855,1
1319,2278,6,684,0.302897278314311,1
1320,1937,12,603,0.317501290655653,0
1321,1567,12,411,0.269942565411615,1
1322,2005,6,523,0.263840399002494,1
1323,2114,13,514,0.249290444654683,1
1324,1784,11,510,0.292040358744395,1
1325,2473,1,579,0.234532955923979,0
1326,1841,29,465,0.268332428028246,0
1327,2023,23,545,0.280771131982205,1
1328,1652,128,400,0.319612590799031,1
1329,1712,24,437,0.269275700934579,1
1330,1673,32,382,0.247459653317394,1
1331,1893,42,550,0.312731114632858,1
1332,1826,38,466,0.276013143483023,1
1333,2382,65,533,0.251049538203191,1
1334,1435,26,360,0.268989547038328,1
1335,2278,48,611,0.289288849868306,1
1336,2037,61,570,0.309769268532155,1
1337,2043,30,515,0.266764561918747,1
1338,2323,30,653,0.294016358157555,1
1339,1780,14,366,0.213483146067416,0
1340,1728,38,713,0.434606481481481,0
1341,357,53,146,0.557422969187675,0
4206,1424,40,525,0.396769662921348,0
1342,1651,339,948,0.779527559055118,1
1343,1640,364,898,0.769512195121951,1
1344,1739,343,1065,0.809660724554342,1
1345,1749,342,986,0.759291023441967,1
1346,1629,339,946,0.788827501534684,1
1347,2053,7,574,0.28300048709206,1
1348,2183,356,1323,0.769125057260651,1
1349,1672,344,977,0.790071770334928,1
1350,1756,333,1002,0.760250569476082,0
3471,1699,248,958,0.709829311359623,0
3472,962,130,601,0.75987525987526,1
3473,1521,8,758,0.503616042077581,1
3474,978,133,478,0.624744376278119,0
3475,948,10,633,0.678270042194093,0
3476,433,66,214,0.646651270207852,0
3477,2114,8,616,0.295175023651845,0
3478,1149,3,293,0.257615317667537,1
3479,1687,9,356,0.216360403082395,1
3480,1626,5,402,0.250307503075031,1
3481,295,31,86,0.396610169491525,0
3482,795,6,141,0.184905660377358,0
4160,954,160,517,0.709643605870021,0
4161,1678,9,379,0.231227651966627,1
4162,976,1,315,0.323770491803279,0
1351,1571,16,760,0.49395289624443,1
1352,1499,35,734,0.513008672448299,0
1353,1595,51,819,0.545454545454545,1
1354,2166,76,980,0.487534626038781,1
1355,996,33,466,0.501004016064257,0
1356,546,33,173,0.377289377289377,0
1357,404,19,166,0.457920792079208,0
1358,485,31,193,0.461855670103093,0
1359,1104,71,468,0.488224637681159,1
1360,756,39,294,0.44047619047619,0
1361,627,44,253,0.473684210526316,0
1362,1175,43,563,0.515744680851064,0
1363,772,75,275,0.453367875647668,0
1364,300,26,108,0.446666666666667,0
1365,1407,8,502,0.362473347547974,1
1366,274,8,104,0.408759124087591,0
1367,1229,28,370,0.323840520748576,1
1368,1214,39,420,0.378088962108731,0
1369,1459,19,444,0.317340644276902,1
1370,1341,12,450,0.344519015659955,0
1371,1238,6,329,0.270597738287561,1
1372,1126,1,404,0.359680284191829,0
1373,625,5,191,0.3136,0
1374,1288,9,416,0.329968944099379,1
1375,1258,15,412,0.339427662957075,1
1376,1195,9,328,0.282008368200837,0
1377,1326,20,356,0.283559577677225,1
1378,1165,4,363,0.315021459227468,1
1379,1256,8,365,0.296974522292994,0
1380,1293,12,410,0.326372776488786,0
1381,1190,3,379,0.321008403361345,0
1382,1192,4,440,0.37248322147651,1
1383,1333,8,482,0.367591897974494,1
1384,1117,3,398,0.358997314234557,1
1385,1193,15,365,0.318524727577536,1
1386,1345,19,415,0.322676579925651,1
1387,459,31,158,0.411764705882353,0
1388,494,17,166,0.370445344129555,0
1389,525,37,173,0.4,0
1390,545,23,178,0.368807339449541,0
1391,497,26,159,0.372233400402414,0
1392,486,39,136,0.360082304526749,0
1393,553,64,232,0.535262206148282,0
1394,515,17,174,0.370873786407767,0
1395,421,14,139,0.363420427553444,0
1396,607,0,354,0.583196046128501,0
1397,561,39,161,0.35650623885918,0
1398,948,41,358,0.420886075949367,0
1399,531,72,155,0.427495291902072,0
1400,757,14,290,0.401585204755614,0
1401,1036,23,375,0.384169884169884,0
1402,611,34,262,0.484451718494272,0
1403,769,111,323,0.564369310793238,0
1404,856,97,416,0.599299065420561,0
1405,567,59,227,0.504409171075838,0
1406,353,44,166,0.594900849858357,0
1407,330,18,162,0.545454545454545,0
1408,499,46,176,0.444889779559118,0
1409,685,10,355,0.532846715328467,0
1410,539,38,215,0.469387755102041,0
1411,486,27,232,0.532921810699588,0
1412,563,21,232,0.449378330373002,0
1413,351,33,135,0.478632478632479,0
1414,176,32,76,0.613636363636364,0
1415,307,41,93,0.436482084690554,0
1416,502,58,197,0.50796812749004,0
1417,652,53,268,0.492331288343558,0
1418,222,16,76,0.414414414414414,0
1419,1346,54,559,0.455423476968796,1
1420,1357,14,588,0.443625644804716,1
1421,798,29,224,0.317042606516291,0
1422,307,25,116,0.45928338762215,0
1423,833,45,335,0.456182472989196,0
1424,822,34,246,0.340632603406326,0
1425,1473,25,648,0.456890699253225,1
1426,2214,8,879,0.40063233965673,1
1427,2072,25,928,0.459942084942085,1
1428,2001,6,892,0.448775612193903,1
1429,1951,11,866,0.4495130702204,1
1430,1867,20,853,0.467595072308516,1
1431,1335,17,583,0.449438202247191,1
1432,1887,9,787,0.421833598304187,1
1433,2079,14,894,0.436748436748437,1
1434,2137,9,923,0.436125409452503,1
1435,2295,10,1003,0.441394335511983,1
1436,1285,13,558,0.444357976653696,1
1437,1898,15,1333,0.710221285563751,1
1438,1582,10,733,0.469658659924147,1
1439,1407,1,719,0.511727078891258,1
1440,1565,19,699,0.458785942492013,1
1441,1884,18,1020,0.550955414012739,1
1442,1915,61,807,0.453263707571802,1
1443,2088,71,775,0.405172413793103,1
1444,1702,69,694,0.448296122209166,1
3822,1676,1,752,0.449284009546539,1
3823,1263,6,539,0.431512272367379,0
3824,1340,8,582,0.440298507462687,1
1445,1624,22,579,0.370073891625616,1
1446,1752,14,784,0.455479452054795,1
1447,1195,168,250,0.34979079497908,1
1448,877,95,335,0.490307867730901,1
1449,1355,100,578,0.500369003690037,1
1450,1406,48,378,0.30298719772404,1
1451,1466,53,552,0.41268758526603,1
1452,1260,63,565,0.498412698412698,1
1453,1189,105,515,0.521446593776283,1
1454,1864,5,850,0.458690987124464,1
1455,1236,4,581,0.473300970873786,1
1456,840,40,336,0.447619047619048,1
1457,883,35,585,0.702151755379388,0
1458,1408,11,559,0.404829545454545,1
1459,1201,14,580,0.49458784346378,1
1460,1672,50,354,0.241626794258373,1
1461,1667,108,599,0.424115176964607,1
1462,1686,103,743,0.501779359430605,1
1463,1579,3,803,0.510449651678277,1
1464,1860,32,898,0.5,1
1465,1870,109,860,0.518181818181818,1
1466,1035,40,534,0.554589371980676,1
1467,1485,50,480,0.356902356902357,1
1468,1602,3,584,0.366416978776529,0
1469,1890,91,624,0.378306878306878,1
1470,1653,57,547,0.365396249243799,1
1471,1908,70,501,0.299266247379455,1
1472,1528,109,565,0.441099476439791,1
1473,1610,22,654,0.419875776397516,1
1474,1437,4,565,0.395963813500348,1
1475,1680,20,659,0.404166666666667,1
1476,1842,35,712,0.405537459283388,1
1477,1618,34,585,0.382571075401731,1
1478,1481,139,617,0.510465901417961,1
1479,1710,132,417,0.321052631578947,1
1480,1646,89,251,0.206561360874848,1
1481,1899,119,678,0.41969457609268,1
1482,1772,127,635,0.430022573363431,1
1483,1868,98,724,0.440042826552463,1
1484,1646,29,300,0.199878493317132,1
1485,1250,7,669,0.5408,1
1486,1728,47,684,0.423032407407407,1
1487,1317,30,316,0.262718299164768,1
1488,1935,146,456,0.311111111111111,1
1489,1544,32,754,0.509067357512953,1
1490,1289,84,545,0.487975174553918,1
1491,1227,70,513,0.475142624286879,1
1492,1100,93,545,0.58,1
1493,1354,4,659,0.489660265878877,1
1494,256,6,123,0.50390625,0
1495,1523,52,614,0.437294812869337,1
1496,1570,66,628,0.44203821656051,1
1497,1652,89,660,0.453389830508475,1
1498,1243,63,472,0.430410297666935,1
1499,1502,68,698,0.509986684420772,1
1500,1215,13,563,0.474074074074074,1
1501,986,25,439,0.470588235294118,1
1502,1428,29,699,0.509803921568627,1
1503,1232,41,495,0.435064935064935,1
1504,1588,28,632,0.415617128463476,1
1505,1136,6,570,0.507042253521127,1
1506,1421,45,749,0.558761435608726,1
1507,1650,25,657,0.413333333333333,1
1508,1299,83,618,0.539645881447267,1
1509,1431,190,635,0.576519916142558,1
1510,1412,74,746,0.580736543909348,1
1511,1496,101,575,0.451871657754011,1
1512,1765,89,653,0.420396600566572,1
1513,1857,104,699,0.432417878298331,1
1514,1735,82,664,0.429971181556196,1
1515,1530,78,702,0.509803921568627,1
1516,1530,120,370,0.320261437908497,1
1517,1266,94,446,0.42654028436019,1
1518,1368,127,401,0.385964912280702,1
1519,1371,74,639,0.520058351568198,0
1520,1977,1,1009,0.510875063227112,0
1521,2114,2,1066,0.505203405865657,0
1522,1734,51,678,0.420415224913495,1
1523,1965,16,868,0.449872773536896,1
1524,1704,37,741,0.456572769953052,1
1525,2040,10,909,0.450490196078431,1
1526,1801,45,712,0.420322043309273,1
1527,1550,154,593,0.481935483870968,0
1528,748,11,140,0.201871657754011,0
1529,647,51,292,0.530139103554869,0
1530,1310,2,430,0.329770992366412,0
1531,1010,28,312,0.336633663366337,0
1532,968,30,264,0.303719008264463,0
1533,1085,14,350,0.335483870967742,0
1534,1042,8,179,0.179462571976967,0
1535,1003,39,257,0.295114656031904,1
1536,818,20,185,0.250611246943765,1
1537,1370,4,252,0.186861313868613,1
1538,993,4,183,0.188318227593152,1
1539,1061,6,488,0.46559849198869,0
1540,1054,1,218,0.207779886148008,1
1541,977,5,211,0.221084953940635,1
1542,1024,6,193,0.1943359375,1
1543,848,1,373,0.441037735849057,0
1544,1376,0,292,0.212209302325581,1
1545,1184,38,220,0.217905405405405,1
1546,842,76,370,0.529691211401425,0
1547,887,4,481,0.546786922209696,0
1548,871,6,283,0.331802525832377,0
1549,800,45,367,0.515,0
1550,814,20,421,0.541769041769042,0
1551,649,28,218,0.37904468412943,0
1552,572,10,120,0.227272727272727,0
1553,527,58,122,0.341555977229602,0
1554,890,10,372,0.429213483146067,0
1555,287,10,133,0.498257839721254,0
1556,930,24,281,0.327956989247312,0
1557,1048,61,379,0.419847328244275,1
1558,1318,59,303,0.274658573596358,1
1559,1047,6,269,0.262655205348615,0
1560,1235,45,721,0.620242914979757,0
1561,1132,66,247,0.276501766784452,1
1562,1455,32,348,0.261168384879725,1
1563,1022,40,371,0.402152641878669,1
1564,954,16,252,0.280922431865828,1
1565,897,44,294,0.376811594202899,0
1566,1264,13,415,0.338607594936709,1
1567,1744,10,483,0.282683486238532,1
1568,1078,25,203,0.211502782931354,1
1569,1367,47,293,0.248719824433065,1
1570,1530,65,451,0.337254901960784,1
1571,1974,8,427,0.220364741641337,1
1572,1484,13,292,0.205525606469003,1
1573,1292,128,178,0.236842105263158,0
1574,1291,0,255,0.197521301316809,1
1575,1280,15,287,0.2359375,1
1576,1820,31,981,0.556043956043956,0
2864,2798,0,1558,0.556826304503217,1
3573,1211,25,606,0.521056977704377,0
3607,1781,179,713,0.500842223469961,0
3608,1869,114,840,0.510433386837881,0
3825,1721,64,749,0.47239976757699,1
3826,1338,132,537,0.5,1
3827,1325,38,486,0.395471698113208,1
3828,1240,130,304,0.35,1
3829,1138,4,686,0.606326889279438,1
3830,1647,4,820,0.500303582270795,1
3831,1245,58,558,0.494779116465863,1
3832,1060,40,209,0.234905660377358,1
3833,1373,52,550,0.438455935906774,1
3834,1197,90,627,0.598997493734336,0
3835,1144,1,650,0.569055944055944,0
3836,1180,57,556,0.519491525423729,1
3837,1563,1,799,0.511836212412028,1
3838,1703,129,536,0.3904873752202,1
3839,1421,6,734,0.520760028149191,1
3840,1363,63,753,0.598679383712399,0
3841,1816,58,877,0.514867841409692,0
3842,2146,23,1124,0.53448275862069,0
3843,2470,0,1373,0.55587044534413,1
3844,1532,28,733,0.496736292428198,0
3845,1604,4,839,0.525561097256858,0
3846,1563,0,820,0.524632117722329,0
3847,1011,6,315,0.317507418397626,0
3848,1368,67,420,0.355994152046784,1
3849,1533,37,384,0.274624918460535,1
3850,1263,3,274,0.219319081551861,1
3851,1060,12,240,0.237735849056604,1
3852,1670,163,689,0.510179640718563,0
463,100,0,100,1,0
1577,1468,80,800,0.599455040871935,1
1578,991,43,196,0.24117053481332,1
1579,688,13,487,0.726744186046512,0
1580,1452,109,524,0.43595041322314,1
1581,1490,108,356,0.311409395973154,1
1582,1509,62,400,0.306163021868787,1
1583,1545,120,814,0.60453074433657,1
1584,1058,4,306,0.293005671077505,1
1585,561,64,190,0.452762923351159,1
1586,1499,135,438,0.382254836557705,1
1587,1408,118,359,0.338778409090909,1
1588,531,51,223,0.516007532956685,0
1589,797,8,207,0.269761606022585,1
1590,1425,30,671,0.491929824561403,0
1591,1039,106,249,0.34167468719923,1
1592,768,39,130,0.220052083333333,0
1593,1578,102,427,0.335234474017744,1
1594,722,22,224,0.340720221606648,0
1595,835,50,258,0.368862275449102,0
1596,1120,18,255,0.24375,1
1597,428,18,311,0.768691588785047,0
1598,1465,121,392,0.350170648464164,1
1599,1538,39,487,0.342002600780234,1
1600,1733,38,416,0.26197345643393,1
1601,920,101,334,0.472826086956522,0
1602,662,32,274,0.462235649546828,0
1603,1402,142,351,0.351640513552068,1
1604,640,4,363,0.5734375,0
1605,681,9,360,0.541850220264317,0
1606,651,24,284,0.473118279569892,0
1607,678,16,370,0.569321533923304,0
1608,716,15,337,0.491620111731844,0
1609,736,15,192,0.28125,0
1610,317,31,51,0.258675078864353,0
1611,377,67,76,0.379310344827586,0
1612,303,9,68,0.254125412541254,0
1613,619,56,368,0.684975767366721,0
1614,474,85,278,0.765822784810127,0
1615,289,67,96,0.56401384083045,0
1616,531,61,282,0.645951035781544,0
1617,266,57,101,0.593984962406015,0
1618,1004,101,667,0.764940239043825,0
1619,299,35,189,0.749163879598662,0
1620,701,110,268,0.53922967189729,0
1621,648,149,213,0.558641975308642,0
1622,855,63,485,0.64093567251462,0
1623,228,104,96,0.87719298245614,0
1624,920,19,486,0.548913043478261,0
1625,1577,10,1567,1,0
1626,1356,41,1306,0.993362831858407,0
1627,1128,78,208,0.25354609929078,1
1628,1184,75,631,0.596283783783784,0
1629,1230,72,312,0.31219512195122,1
1630,262,30,154,0.702290076335878,0
1631,995,115,291,0.408040201005025,1
1632,1083,60,325,0.355493998153278,1
1633,369,62,222,0.769647696476965,0
1634,465,43,357,0.860215053763441,0
1635,528,149,102,0.475378787878788,0
1636,425,11,193,0.48,0
1637,493,37,190,0.460446247464503,0
1638,413,33,171,0.493946731234867,0
1639,527,80,169,0.472485768500949,0
4209,319,0,319,1,0
4210,265,144,121,1,0
1640,2147,17,857,0.407079646017699,0
1641,1621,54,433,0.300431832202344,1
1642,1525,57,291,0.228196721311475,1
1643,1885,55,309,0.193103448275862,1
1644,1273,22,306,0.257659073055774,0
1645,1416,25,305,0.233050847457627,1
1646,1331,30,313,0.257700976709241,1
1647,2128,42,431,0.222274436090226,1
1648,1374,45,325,0.269286754002911,1
1649,1872,32,450,0.257478632478632,1
1650,1413,21,345,0.259023354564756,1
1651,1988,78,520,0.300804828973843,1
1652,1428,43,340,0.268207282913165,1
1653,1040,5,209,0.205769230769231,1
1654,1534,43,463,0.329856584093872,1
1655,868,47,166,0.245391705069124,0
1656,1115,118,310,0.383856502242152,0
1657,1455,60,349,0.281099656357388,1
1658,1342,21,438,0.342026825633383,0
1659,1778,185,443,0.353205849268841,1
1660,1195,8,359,0.307112970711297,0
1661,2157,26,502,0.244784422809458,1
1662,1404,19,361,0.270655270655271,0
1663,1684,10,480,0.290973871733967,0
1664,1483,13,394,0.274443695212407,0
1665,1981,17,477,0.249369005552751,0
1666,2511,2,761,0.303863002787734,0
1667,1426,6,345,0.246143057503506,0
1668,2246,44,573,0.274710596616207,0
1669,1665,5,391,0.237837837837838,0
1670,1287,32,348,0.295260295260295,1
1671,1651,24,464,0.295578437310721,1
1672,1441,20,386,0.281748785565579,1
1673,1973,41,476,0.26203750633553,1
1674,1320,7,399,0.307575757575758,1
1675,1519,19,397,0.273864384463463,1
1676,1100,25,351,0.341818181818182,0
1677,1441,11,412,0.293546148507981,1
1678,2016,12,604,0.305555555555556,0
1679,1506,26,415,0.292828685258964,0
1680,1941,18,445,0.238536836682123,0
1681,1392,15,354,0.265086206896552,0
1682,2088,10,505,0.246647509578544,1
1683,1927,34,482,0.267773741567203,1
1684,1419,32,363,0.278365045806906,1
1685,1786,77,486,0.315229563269877,1
1686,1329,27,353,0.285929270127916,1
1687,1415,22,366,0.274204946996466,1
1688,1961,65,599,0.338602753697093,1
1689,1071,15,289,0.283846872082166,1
1690,1387,22,353,0.270367700072098,1
1691,1155,10,294,0.263203463203463,1
1692,1325,15,267,0.212830188679245,0
1693,1288,18,298,0.245341614906832,1
1694,1352,21,390,0.303994082840237,1
1695,2010,60,524,0.290547263681592,1
1696,1406,50,382,0.307254623044097,1
1697,1476,14,510,0.355013550135501,1
1698,1367,20,347,0.268471104608632,1
1699,1395,20,341,0.258781362007168,1
1700,1737,35,524,0.32181922855498,1
1701,1934,27,477,0.260599793174767,1
1702,1500,11,539,0.366666666666667,1
1703,1469,33,393,0.28999319264806,1
1704,1390,23,376,0.28705035971223,1
1705,1735,12,427,0.253025936599424,0
1706,1120,9,315,0.289285714285714,0
1707,1504,13,374,0.257313829787234,1
1708,1799,18,490,0.282379099499722,1
1709,2212,13,466,0.216546112115732,1
1710,1356,30,314,0.253687315634218,1
1711,1407,14,356,0.262970859985785,1
1712,1462,13,377,0.266757865937073,1
1713,1408,36,358,0.279829545454545,1
1714,1792,37,363,0.223214285714286,1
1715,1849,36,393,0.232017306652244,0
1716,1027,83,225,0.299902629016553,1
1717,790,23,207,0.291139240506329,0
1718,478,54,333,0.809623430962343,0
1719,2019,57,478,0.264982664685488,1
1720,473,14,125,0.293868921775899,0
1721,2178,97,642,0.339302112029385,1
1722,1398,81,454,0.382689556509299,1
1723,1708,92,414,0.296252927400468,1
1724,1394,50,443,0.353658536585366,1
1725,855,87,354,0.515789473684211,0
1726,909,152,247,0.438943894389439,0
1727,1136,48,360,0.359154929577465,0
1728,1152,63,397,0.399305555555556,0
1729,481,46,197,0.505197505197505,0
1730,820,101,255,0.434146341463415,0
1731,525,22,172,0.36952380952381,0
1732,482,22,217,0.495850622406639,0
1733,2088,73,601,0.3227969348659,1
1734,809,102,323,0.525339925834363,0
1735,1024,40,221,0.2548828125,1
1741,839,566,263,0.9880810488677,0
3853,1328,23,300,0.243222891566265,0
3854,1351,80,334,0.306439674315322,1
3855,1377,16,354,0.268700072621641,1
3856,1406,20,315,0.238264580369844,1
3857,1393,27,358,0.276381909547739,1
3858,1238,7,387,0.318255250403877,0
3859,1237,36,663,0.565076798706548,0
3860,1562,9,291,0.192061459667093,1
3861,1805,22,526,0.303601108033241,1
3862,1245,17,390,0.326907630522088,0
3863,1622,10,463,0.291615289765721,1
3864,1305,64,380,0.340229885057471,1
3865,1398,31,360,0.279685264663805,0
3866,1269,15,367,0.301024428684003,1
3867,2039,4,483,0.2388425698872,1
3868,1390,12,361,0.268345323741007,1
3869,1442,6,366,0.257975034674064,1
3870,1418,44,336,0.267983074753174,0
3871,1456,49,452,0.344093406593407,1
3872,1551,49,437,0.313346228239845,1
1742,663,12,177,0.285067873303167,0
1743,1318,8,379,0.293626707132018,0
1744,981,2,270,0.277268093781855,0
1745,1434,4,415,0.292189679218968,1
1746,1462,14,334,0.238030095759234,1
1747,1324,7,419,0.321752265861027,1
1748,1126,23,343,0.325044404973357,1
1749,1568,20,452,0.301020408163265,1
1750,1308,7,398,0.309633027522936,1
1751,1392,17,324,0.244971264367816,1
1752,1483,10,365,0.252865812542144,1
1753,1095,15,278,0.267579908675799,1
1754,982,20,243,0.267820773930754,1
1755,1515,18,385,0.266006600660066,1
1756,995,12,224,0.237185929648241,1
1757,1489,20,363,0.25721961047683,1
1758,1116,12,282,0.263440860215054,0
1759,846,11,169,0.212765957446809,0
1760,290,13,57,0.241379310344828,0
1761,1598,5,488,0.308510638297872,1
1762,1515,10,440,0.297029702970297,1
1763,1323,30,308,0.255479969765684,1
1764,1865,7,418,0.227882037533512,1
1765,837,7,192,0.237753882915173,0
1766,1170,7,268,0.235042735042735,1
1767,1754,3,540,0.30957810718358,0
1768,2441,0,1334,0.546497337156903,0
1769,1848,186,716,0.488095238095238,0
1770,2012,17,912,0.461729622266402,0
1771,1220,8,278,0.234426229508197,1
1772,1651,2,853,0.517867958812841,0
1773,1055,2,252,0.240758293838863,0
1774,421,0,145,0.344418052256532,0
1775,1112,17,230,0.222122302158273,1
1776,1794,7,372,0.211259754738016,1
1777,1029,10,233,0.236151603498542,1
1778,1039,11,273,0.273339749759384,0
1779,1163,19,239,0.221840068787618,0
1780,1019,12,244,0.251226692836114,0
1781,1313,9,236,0.186595582635187,1
1782,1870,6,354,0.192513368983957,1
1783,1041,5,232,0.227665706051873,1
1784,1127,6,205,0.187222715173026,1
1785,1482,5,231,0.159244264507422,1
1786,1148,6,301,0.267421602787456,1
1787,1296,30,239,0.207561728395062,1
1788,1212,11,226,0.195544554455446,1
1789,1615,14,249,0.162848297213622,1
1790,1311,9,412,0.321128909229596,1
1791,1301,22,371,0.302075326671791,1
1792,240,19,75,0.391666666666667,0
1793,173,16,48,0.369942196531792,0
1794,304,5,104,0.358552631578947,0
1795,1594,8,315,0.202634880803011,1
1796,1647,17,405,0.256223436551305,1
1797,1194,0,258,0.21608040201005,1
1798,1889,4,923,0.49073583906829,0
